en_name,zh_name,ja_name
Stronghold Crusader 2,要塞：十字军东征2,
Commandos: Strike Force,盟军敢死队4：打击力量,
Chariot,战车,
,灵墟,
Ricky Carmichael's Motocross Matchup,卡迈克尔摩托车越野对决,
Heartomics,心组学,
Root,茂林源记,
Lucky Luke: Shoot & Hit,幸运的卢克：射击,
,网吧&超市模拟器2024,
Renzo Racer,伦佐赛车,
Baseball Mogul 2012,棒球巨星2012,
Honkai Impact 3,崩坏3,
,沙漠花开,
Daily Espada,戴利：埃斯帕达,
Labyrinths of the World Shattered Soul,世界迷宫：破碎灵魂,
Gem Wizards Tactics,宝石奇才,
Fated Haven：Chapter One,命运庇护所：第一章,
Voodoo Whisperer：Curse of a Legend,巫毒低语者：传奇诅咒,
Medieval：Total War,中世纪：全面战争,
City Maker,城市建造者,
The Amnesiac：Final Chapter,失忆者的终章,
Reverse Crawl,反冒险,
Nightmare House,悪夢の家,
Gardens Inc.: From Rakes to Riches,花园公司：白手致富,
Amazing Pyramids: Rebirth,神奇金字塔：重生,
A hundred kinds of your smile,你微笑的一百种样子,
Renoir,雷诺阿,
Dung Beetle Adventure,粪甲虫冒险,
Perimeter 2: New Earth,周界2：新地球,
Naval War Arctic Circle,北极圈海战,
The Sojourn,羁留,
Asdivine Hearts,神圣之心,
Moxingxiongdi,魔星兄弟,
Home Sweet Home : Survive,甜蜜之家：幸存,
Poltergeist: A Pixelated Horror,驱鬼人：像素恐怖,
The Haunted: Hells Reach,鬼镇：地狱降临,
Puzzle Quest 2,战神的挑战2,
Totally Accurate Battle Simulator,全面战争模拟器,
The Architect: Paris,建筑师：巴黎,
Indies Lies,因狄斯的谎言,
Lords of the Fallen,陷落之王,
Backrooms:Beyond one year(Prologue),后室：彼阳的晚意(序章),
IdleCraft,通关英雄,
Rhythm Fighter,节奏快打,
ScourgeBringer,灾厄逆刃,
Power Punch,全民王八拳,
8-Bit Armies,8比特军团,
Super Stardust Delta,超级星尘：三角洲,
Goat Simulator,模拟山羊,
Rawlik Only Forward,劳里克：只可前行,
Creature in the Well,井中生物,
Isles of Cubes,立方体岛,
FrightDiary,惊魂日记,
History in Letters: The Eternal Alchemist,信史：永恒的炼金术士,
Shoot Many Robots,机器人暴动,
Metal Slug X,合金弹头X,
Danger Zone,危险地带,
,吃香,
Battle for Troy,特洛伊战争,
Avernum 3: Ruined World,阿佛纳姆3：毁灭的世界,
,幸存少年 迷失蔚蓝,サバイバルキッズ Lost In Blue
BattleStorm,战斗风暴,
Gem Smashers,宝石粉碎者,
ASH -ARCHAIC SEALED HEAT-,远古封印之焰,
The Dishwasher: Vampire Smile,洗碗工 吸血鬼的微笑,
Tie Xue Zheng Tu,铁血征途,
,大航海时代3,
Battleboom,战地指挥官,
,妖怪手表2 元祖·本家,妖怪ウォッチ2 元祖·本家
Senran Kagura: Peach Beach Splash,闪乱神乐：沙滩戏水,
Thunder Wolves,雷狼,
Sleep Tight,安眠,
Breaking the 4th wall,打破第四面墙,
Monster Hunter: Frontier G Genuine,怪物猎人：边境G Genuine,
JETT: The Far Shore,JETT：遥远彼岸,
Overfall,湍流,
Halo Wars,光环战争,
Through Abandoned,遗弃,
Final Winter,最后的冬天,
Dark Abyss,黑暗深渊,
HALF DEAD 3,半死不活3,
Battle of Britain,不列颠之战,
Fate：The Traitor Soul,黑暗史诗：背叛的灵魂,
Mess Adventures 2,麦斯历险记2,
Paper Mario,纸片马力欧,
Strike Vector,攻击向量,
Rayman,雷曼,
Mobius Final Fantasy,莫比乌斯 最终幻想,
,怪盗卢梭,怪盗ルソー
Nancy Drew：The Haunting of Castle Malloy,南茜朱尔：马洛伊城堡,
Archaica: The Path Of Light,Archaica光之路,
Uncopy,不可复制,
,大家的水族馆,みんなの水族館
Iris.Fall,彩虹坠入,
Art of Conquest,剑与家园,
N.E.R.O.: Nothing Ever Remains Obscure,无物永晦,
Sometimes: Success Requires Sacrifice,光明传承,
The Curious Expedition,奇妙探险,
,魔渊之刃,
Top Spin 2,上旋高手2,
Shadow Watch,魅影军团,
Solbrain：Knight of Darkness,灵魂之脑：黑暗骑士,
The Talos Principle,塔洛斯的法则,
Hidden Mysteries：Buckingham Palace,隐藏的秘密：白金汉宫,
,迷失蔚蓝2,サバイバルキッズ LOST in BLUE 2
Disciples III: Renaissance,圣战群英传3 复兴,
STAR WARS™ Rebellion,星球大战反抗军,
Glory GB Cracked,盖亚大地传说2：光辉传承,
Vectorium,矢量风暴,
AstroFire,星球火力,
War Front:Turning Point,战争前线：转折点,
Amulet of Time: Shadow of la Rochelle,时间护符：拉罗谢尔的阴影,
Tasty Planet: Back for Seconds,美味星球: Back for Seconds,
Dark Sector,黑暗地带,
Blade of Immortality,不朽之刃,
Be Rich,致富,
Tidal Affair: Before The Storm,潮汐事件：暴风雨之前,
AeternoBlade,阿泰诺之刃,
Booze Masters: Freezing Moonshine,私酿大师,
Chase Survivors,追逐幸存者,
Factory Town,工业重镇,
New Super Mario Bros. 2,新超级马里奥兄弟 2,
Fallen Knight,堕落骑士,
,兰斯10 决战,
Foxhole,散兵坑,
nv shen zhi zhan,女神之战,
Oceanhorn 2: Knights of the Lost Realm,海之号角2：失落王国的骑士,
Magicka: Wizards of the Square Tablet,魔法对抗：方碑之巫,
Cthulhu Dungeon,不可名状的地牢,
Eagle Flight,雄鹰飞翔,
Pickle frenzy,泡菜爆破,
90 Minute Fever - Football (Soccer) Manager MMO,90分钟痴狂,
The Top of The Dream,东方有顶天梦,
Scars of Destiny,命运的伤痕,
Lair of the Madhat,迈扎特的巢穴,
Sole Saga,单刷传奇,
Haunted House: Cryptic Graves,鬼屋：秘冢,
Transformers：Revenge of the Fallen,变形金刚2：卷土重来,
Defense Of Greece TD,保卫希腊,
,怪物猎人 携带版 3rd,モンスターハンターポータブル 3rd
Cargo Delivery,货物运送,
,风雨来记4,
The Gunstringer,木偶神枪手,
Counter-Strike: Global Offensive,反恐精英：全球攻势,
,天使附体的少女,天使憑きの少女
Lasc Bible,女神转生外传,
Trials:Rising,特技摩托：崛起,
Endzone - A World Apart,末日地带 与世隔绝,
Milo's Quest,Milo的冒险,
Star Wars Jedi: Survivor,星球大战绝地：幸存者,
Prime World: Defenders,繁荣世界：守护者,
Dawning,破晓,
Pandora：First Contact,潘多拉：第一次接触,
Maze Endless,无尽迷宫,
Paramnesia: Escape Together,妄想症：恶灵密室,
Maid of Sker,斯盖尔女仆,
DARK,黑暗潜伏者,
The Galactic Junkers,银河捣蛋鬼,
Daily Sport Football Strip,足球博士,
Snake Pass,蛇道,
Legend of Grimrock 2,魔岩山传说2,
Village of Adventurers 2,冒险家村庄2,
i Pick Skills,我选技英雄,
Jeklynn Heights,Jeklynn高地,
The Tenants,租房达人,
Company of Heroes,英雄连,
,胖次保卫阵线,パンチライン
,悟道,
Sniper Elite V2,狙击精英V2,
Terraforming Mars,改造火星,
tianna！zhaobudaozhenaijiupujie！,天呐！找不到真爱就扑街！,
Gym Simulator,健身房模拟器,
Zhong Sheng,众生,
Hologram Time Traveller,幻影时空历险,
Dive to the Titanic,潜入泰坦尼克号,
Bear With Me,与熊同行,
Metroid Prime 2: Echoes,银河战士Prime 2 黑暗回音,
Vancouver 2010: The Official Video Game of the Olympic Winter Games,温哥华2010,
Metroid Prime Hunters,银河战士Prime 猎人,
Space Hulk:Tactics,太空战舰：战术行动,
American Conquest,征服美洲,
Style Quest,时尚探索,
One Piece: Pirate Warriors 3,海贼无双3,
Arctictopia,极地乐园,
Myth: The Fallen Lords,神话：堕落之神,
Crazy Serpentine,疯狂赛道,
Cuboid Sandbox,立方沙盒,
The last Practice Sect,最后的仙门,
Bus Simulator 16,模拟巴士16,
Sonic Colors: Ultimate,索尼克缤纷色彩：终极版,
Red Steel 2,赤钢铁2,
The Last Remnant,最后的遗迹,
Mystery PI：The Lottery Ticket,神秘侦探：彩票迷踪,
Pretentious Game,自命不凡的游戏,
Rise & Shine,瑞思和夏恩,
Blazing Beaks,炽热鸟喙,
Pro Evolution Soccer 6,实况足球6,
Tea Party Simulator 2015,真实模拟下午茶2015,
,数码宝贝世界：次级命令,デジモンワールド next order
Drakan: Order of the Flame,龙女：火焰之令,
F.A.C.E.S.,脸孔,
Zhitu,只兔：不灭的勇者,
CreaVures,奇异生物,
Little Big Planet Karting,小小大星球 赛车,
Tales of Kenzera: ZAU,肯泽拉传说：扎乌,
Tom Clancy's Elite Squad,攻坚特勤,
Joe Danger 2: The Movie,乔伊冒险大电影2,
,轩辕剑叁外传 天之痕,
Classis minesweeper,经典扫雷,
Wheelz 2,越野大脚车2,
Lemmings Touch,旅鼠触摸,
Daylight,曙光,
Zhu Hou,诛侯,
Jungle Racers,丛林赛车手,
Total Pro Golf 3,高尔夫球经理3,
Ren Yu Chuan Shuo,人鱼传说,
Vespera_Hotel,维斯佩拉旅馆,
7 Wonders: Treasures of Seven,七大奇迹：七大宝藏,
Iron Storm,装甲风暴,
MirrorMoon EP,镜月之EP,
Neko Dungeon,喵酱迷城,
Chaos Ride,混沌骑手,
PirateHell,海盗地狱,
Chinese Paladin: Sword and Fairy 5,仙剑奇侠传五,
Ace Combat 3: Electrosphere,皇牌空战3 电子空间,
Edgar,埃德加,
The Weaponographist,武器设计师,
Lost Light,萤火突击,
Road So Far,遥远路途,
Virtual Pool Hall,虚拟台球名人堂,
Combat Mission: Battle for Normandy,战斗任务：诺曼底,
Sector 13,13地带,
Killer Klowns from Outer Space: The Game,外太空杀人小丑,
Blackwake,黑色艉流,
Combat Mission Shock Force 2,战斗任务：威慑力量2,
Victoria II,维多利亚2,
Summer Pockets,夏日口袋,
The Blackout Club,知觉丧失俱乐部,
Metal Wolf Chaos XD,钢铁苍狼 混沌之战,
Petit Game Collection vol.1,袖珍游戏合集 vol.1,
Ninja Cats vs Samurai Dogs,忍者猫大战武士狗,
Mystery Expedition: Prisoners of Ice,神秘探险：冰雪囚徒,
Ultimate Epic Battle Simulator2,史诗战争模拟器2,
DeathSpank: Thongs of Virtue,戴斯班克：雪山地牢,
Tank Mechanic Simulator VR,坦克维修模拟VR,
Frostpunk,冰汽时代,
Evoland 2,进化之地2,
Lucid Cycle,清醒梦循环,
Metamorphosis,变形记,
Lord of the Rings: War in the North,指环王：北方之战,
Deep Sleep,深眠,
Shelter 3,避难所3,
Danganronpa S: Ultimate Summer Camp,幸福弹丸论破S 超高中级的南国掷骰合宿,
Dandy Dungeon - Legend of Brave Yamada -,花花地牢,
Hai Dao Zheng Ba,海岛争霸,
Samurai Jack: Battle Through Time,武士杰克：时空之战,
Island of Death: Demons and Despair,死亡岛：恶魔与绝望,
Webbies,蹦床弹射,
Echoes of the Past: Wolf Healer,昔日回响6：狼的治疗师,
Shiness: The Lightning Kingdom,闪光,
Garou: Mark of the Wolves,饿狼 群狼之证,
Freeman：Guerrilla Warfare,自由人：游击战争,
World Keepers: Last Resort,世界守护者：最终手段,
Zombie Shooter: Ares Virus,丧尸围城,
NEON STRUCT,霓虹魅影,
Scribble Space,太空涂鸦,
Jurassic Park：The Game,侏罗纪公园,
Gnome Jigsaw Puzzles,小矮人拼图,
Dark Dimensions 5: Homecoming,黑暗维度5：归乡,
3D Hearts Deluxe,3D豪华桥牌,
Bloody Heaven,血色天堂,
Space Trader: Merchant Marine,太空旅商：舰队贸易,
Crackdown,除暴战警,
West of Dead,死亡西部,
Rning Direction,向往的方向,
BeatBlasters 3,节奏狂欢3,
Futuridium EP Deluxe,最未来 豪华版,
Deitydead：Elder Trial,古神：太古试炼,
Virtual Pool 3,虚拟台球3,
SpongeBob SquarePants: Plankton's Robotic Revenge,海绵宝宝 痞老板机器人复仇,
They Bleed Pixels,流血像素,
Dark Tales Edgar Allan Poes Murders in the Rue Morgue,黑暗故事之莫格街谋杀案,
Galactic Assault: Prisoner of Power,银河突袭：权力囚徒,
Home Simulator,居家模拟器,
Takeshi and Hiroshi,小武和小宏,
Pioneer Lands,土地开拓者,
Darksiders II,暗黑血统2,
Britney's Dance Beat,与小甜甜布兰妮共舞,
Buzz Cut Simulation,剃光头模拟,
Handball Manager 2021,手球经理2021,
Gladiator Manager,角斗士经理,
Post Master,邮递大师,
Swordbreaker: Origins,碎剑者：起源,
Football Manager 2019,足球经理2019,
Volume,音量,
A Way Out,出路,
,勇者斗恶龙：英雄1·2,
Digimon Masters Online,数码宝贝驯兽师 Online,
Elden Ring,艾尔登法环,
Circus Electrique,电气马戏团,
Xiao Yan Zi Jue Zhan Da Fu Weng,小燕子决战大富翁,
Love Is All Around-Love In The Room,完蛋！我被美女包围了！-房间里的心跳,
Grim Tales The Bride,残酷谎言：新娘,
Young Souls,双子星：盛气凌人,
Komajo Remilia Scarlet Symphony,红魔城传说：血色交响曲HD,
Test Drive Unlimited,无限试驾,
,我的妹妹哪有这么可爱 Happy End,俺の妹がこんなに可愛いわけがない ハッピーエンド
FAST BEAT LOOP RACER GT,环状赛车GT,
Highrise Mogul,高层建筑设计师,
Coniclysm,宇宙生存,
Curses'N Chaos,混乱诅咒,
The Iron Union,钢铁联盟,
Mystery of the Ancients: Mud Water Creek,古人之谜5：河滨疑案,
Crazy Shake,疯狂摇摇杯,
Enemy Territory: Quake Wars,雷神战争,
KUNAI,酷派忍者,
Love Too Easily,禁止过分投入(Love Too Easily),
SNK Heroines: Tag Team Frenzy,SNK女中豪杰：狂暴双打,
,蘑菇队长,進め! キノピオ隊長
Ancestors Legacy,祖先：遗产,
,超级机器人大战K,スーパーロボット大戦K
Happy Wheels,死亡独轮车,
Castle Cardians,卡迪恩防线,
Monster Prom 2: Monster Camp,魔物学园2：怪物营地,
Chernobyl Liquidators Simulator,切尔诺贝利核灾难清扫者模拟器,
The Mystery Of The Moon,月球之谜,
PAW Patrol Mighty Pups Save Adventure Bay,汪汪队立大功：拯救冒险湾,
Age of Conquest III,征服时代3,
Darkness Assault,黑暗袭击,
3x3 Eyes: Tenrin Oh Genmu,三只眼：转轮王幻梦,
Devil May Cry 3: Special Edition,鬼泣3 特别版,
Gran Turismo,GT赛车,
Sonic Frontiers,索尼克 未知边境,
Arrogation: Unlight of Day,僭越：无光之日,
Forceline,拯救公主,
Guardians of Middle-earth,中土守卫者,
Tactics V:,战术V：黑曜石大队,
Viscera Cleanup Detail: Shadow Warrior,内脏清洁工：影武者,
Monster 4x4 3D,怪物卡车 4x4 3D,
World Of Goo,粘粘世界,
"Math, BFF, and Notes",数学与死党与搞笑笔记,
Fancy Skiing 2: Online,花式滑雪2：Online,
Natalie Brooks: Mystery at Hillcrest High,纳塔莉布鲁克斯3：希尔克雷斯特之谜,
Bird Hunter 2003,猎鸟一族2003,
A Wild Catgirl Appears!,猫女奇缘,
Vampire: The Masquerade - Bloodlines,吸血鬼：避世血族,
Fate：Undiscovered Realms,黑暗史诗2,
Handball 16,手球挑战赛16,
Paper Dolls Original,纸人：第一章,
Cubic Ninja,立体忍者,
su,苏 - 解锁第四维度,
Son of a Witch,巫师之子,
Disney: Twisted-Wonderland,迪士尼扭曲仙境,
Quantum Conundrum,量子谜题,
NASCAR 14,云斯顿赛车2014,
word draw,单词涂图乐,
Diner Dash 5: Boom Preview,美女餐厅5：繁荣,
,实况力量棒球 2012,実况パワフルプロ野球 2012
Freakout: Calamity TV Show,疯狂：电视灾难秀,
Pleasure Puzzle:Portrait,趣拼拼手绘画像,
Redline: Xtreme Air Racing 2,红线：极限飞行竞速2,
Hot Guns,热枪,
Game of Love,爱情游戏,
Chess Knight 2,象棋骑士2,
Floor Kids,街舞少年,
Rock Band 2,摇滚乐队2,
Mad Crown,疯狂之冠,
OKAMI,大神,
Over growth,复仇格斗兔,
Don't Starve Together,饥荒 联机版,
Haunted,灵异猎人,
Verdun,凡尔登战役,
Fall of the New Age,新世纪的来临,
Beach Head 2007,抢滩登陆战2007,
Construction Machines Simulator 2016,建筑机械模拟2016,
,捉猴啦 猴子爱作战,サルゲッチュ サルサル大作戦
Serious Sam: Siberian Mayhem,英雄萨姆：西伯利亚狂想曲,
Tetra Cube,四方体,
Rugby Union Team Manager 2017,橄榄球联盟经理2017,
Seal Guardian,封印骑士,
Cult of the Lamb,咩咩启示录,
,电子水世界,エレクトロプランクトン
The Adventure Pals,冒险伙伴,
The Game paradise: CruisinMix,游戏天国：CruisinMix,
Lavapools,熔岩池,
Three Kingdoms 2 Clash of Destiny,三国之星海风云2,
,遥远时空７,遙かなる時空の中で ７
GTR Evolution,GTR进化,
Piggy's Great Adventure,ピギーの大冒険,
GM Rally,通用汽车拉力赛,
Galacide,星际屠杀,
Paw Paw Paw,熊掌出击,
Red Dead Revolver,红色死亡左轮,
VR Modern Wars: Advance under air raid,VR现代战争：空袭下的运动战,
Survisland,实境求生,
Star Wars: Knights Of The Old Republic,星球大战：旧共和国的武士,
Crazy Machines Elements,疯狂机器：元素,
Lakeview Cabin Collection,湖边小屋合集版,
Muse Dash,喵斯快跑,
Knife.io,我飞刀玩的贼6,
We Were Here Too,我们也来过,
Crazy Taxi: City Rush,疯狂出租车 都市狂奔,
Fire Maneuver,火力与机动,
AirMech Strike,空甲战争：进攻,
Samurai Shodown NeoGeo Collection,侍魂NeoGeo合集,
Tormentum: Dark Sorrow,迷幻追踪 黑暗之伤,
Dungeon Lurk II: Leona,地牢潜伏2：丽安娜,
Nightmares from the Deep: The Cursed Heart,深海恶梦：被诅咒的心,
BioShock: The Collection,生化奇兵：收藏版,
NBA JAM ON FIRE EDITION,NBA嘉年华 On Fire Edition,
Ghost and demon's ritual,怪奇帖　～屋上の幽霊と悪魔の儀式～,
Cloud Climber,攀云者,
Flyhunter Origins,苍蝇猎人 起源,
MahjongSoul,雀魂麻将,
Sangokushi 9,三国志9,
Marvel Heroes,漫威英雄,
,神话传说,テイルズ オブ レジェンディア
TSUKUMOHIME,九十九姬,
Necronator: Dead Wrong,魔君：致命错误,
Alabama Smith in the Quest of Fate,阿拉巴马史密斯：命运之试炼,
This is my place,这是我地盘,
Slime-san: Blackbird's Kraken,史莱姆先生：黑鸟的巨妖,
Walk The Light,光中行走,
Hallways,走廊,
NeuroSquad - Slay the Horde,武装裂变,
StarWars: Tales from the Galaxy's Edge,星球大战：银河边缘的故事,
Basketball Pro Management 2014,职业篮球经理2014,
Exotic,Exotic-异域,
Space Hulk: Ascension,太空巨人 飞升,
Big Pharma,大制药厂,
Railworks 3: Train Simulator 2012 Deluxe,铁路工厂3：模拟火车2012,
New Super Mario Bros.,新超级马里奥兄弟,
Xin Tian Long Ba Bu,新天龙八部,
Catlateral Damage,暴力喵喵拳,
League Manager 2022,电竞经理2022,
Never Alone,永不孤单,
Grow: Song of the Evertree,成长物语 永恒树之歌,
Farmington Tales,法明顿传奇,
,美丽的块魂,ビューティフル塊魂
Uncharted Waters,大航海时代,
Achilles: Legends Untold,阿喀琉斯：未诉传说,
Gal Gunvolt,神威闪电枪,
Bullet Heaven 2,弹幕天堂2,
Fade to Silence,归于沉寂,
Fortis,强音,
Dump The Corpse,抛尸,
Oort Online,奥尔特Online,
Project Castaway,漂流计划,
Danmaku Unlimited 3,弹幕无限3,
Death Squared,死亡小队,
The Sims 3 Late Night,模拟人生3：夜生活,
CoreBreach,核心引擎,
Max Payne 2,马克思佩恩2,
Party of Sin,原罪的聚会,
Fatal Theory,致命理论,
Bubble Bobble 4 Friends,泡泡龙4 伙伴,
Almightree: The Last Dreamer,全能树：最后的梦想家,
Steins;Gate: Hiyoku Renri no Darling,命运石之门：比翼恋理的爱人,
